citation_id,citing_arxiv_id,citing_primary_category,split
1709.00659::p52,1709.00659,cs.CL,train
1706.03499::p1,1706.03499,cs.CL,train
1702.02736::p29,1702.02736,cs.CL,train
1711.07915::p76,1711.07915,cs.CL,test
1506.01914::p12,1506.01914,cs.CL,train
1701.01574::p1,1701.01574,cs.CL,train
1704.00405::p0,1704.00405,cs.CL,train
1509.04473::p3,1509.04473,cs.CL,train
1602.06797::p22,1602.06797,cs.CL,train
1704.00405::p41,1704.00405,cs.CL,train
1711.00529::p0,1711.00529,cs.CL,train
1707.01075::p48,1707.01075,cs.CL,train
1510.02049::p15,1510.02049,cs.CL,train
1606.01541::p29,1606.01541,cs.CL,train
1708.09234::p22,1708.09234,cs.CL,test
1705.03389::p1,1705.03389,cs.CL,train
1707.06799::p21,1707.06799,cs.CL,train
1508.07909::p33,1508.07909,cs.CL,train
1709.08624::p10,1709.08624,cs.CL,test
1702.05821::p1,1702.05821,cs.CL,test
1709.09443::p20,1709.09443,cs.CL,train
1708.00415::p29,1708.00415,cs.CL,train
1611.00354::p29,1611.00354,cs.CL,train
1310.6772::p18,1310.6772,cs.CL,train
1708.09234::p24,1708.09234,cs.CL,test
1310.6772::p20,1310.6772,cs.CL,train
1303.0446::p4,1303.0446,cs.CL,test
1711.08195::p10,1711.08195,cs.CL,test
1709.08624::p42,1709.08624,cs.CL,test
1203.5084::p30,1203.5084,cs.CL,train
1203.5076::p31,1203.5076,cs.CL,train
1610.07844::p34,1610.07844,cs.CL,train
1608.03803::p21,1608.03803,cs.CL,train
1801.03257::p54,1801.03257,cs.CL,train
1711.01048::p22,1711.01048,cs.CL,val
1309.6176::p25,1309.6176,cs.CL,train
1711.01048::p28,1711.01048,cs.CL,val
1710.01779::p41,1710.01779,cs.CL,train
1203.5062::p16,1203.5062,cs.CL,train
1508.00189::p1,1508.00189,cs.CL,train
1707.01355::p10,1707.01355,cs.CL,val
1610.08815::p15,1610.08815,cs.CL,train
1802.00385::p65,1802.00385,cs.CL,test
1611.09238::p17,1611.09238,cs.CL,train
1605.06770::p7,1605.06770,cs.CL,train
1705.03995::p50,1705.03995,cs.CL,val
1511.01665::p9,1511.01665,cs.CL,train
1401.0509::p33,1401.0509,cs.CL,val
1606.01541::p8,1606.01541,cs.CL,train
1203.5060::p0,1203.5060,cs.CL,train
1409.1612::p9,1409.1612,cs.CL,train
1703.02859::p16,1703.02859,cs.CL,val
1604.08781::p12,1604.08781,cs.CL,train
1611.09235::p0,1611.09235,cs.CL,test
1702.03964::p15,1702.03964,cs.CL,train
1703.04879::p1,1703.04879,cs.CL,test
1304.7157::p14,1304.7157,cs.CL,train
1707.07212::p13,1707.07212,cs.CL,val
1711.00529::p23,1711.00529,cs.CL,train
1707.07499::p3,1707.07499,cs.CL,val
1611.02007::p4,1611.02007,cs.CL,val
1607.04853::p46,1607.04853,cs.CL,train
1508.07909::p0,1508.07909,cs.CL,train
1304.7289::p63,1304.7289,cs.CL,val
1703.02507::p20,1703.02507,cs.CL,train
1707.03903::p1,1707.03903,cs.CL,test
1206.5333::p1,1206.5333,cs.CL,train
1610.07809::p4,1610.07809,cs.CL,train
1602.07019::p27,1602.07019,cs.CL,val
1606.01603::p34,1606.01603,cs.CL,val
1203.5060::p4,1203.5060,cs.CL,train
1702.03082::p24,1702.03082,cs.CL,val
1703.05916::p14,1703.05916,cs.CL,train
1609.04621::p5,1609.04621,cs.CL,train
1708.00726::p10,1708.00726,cs.CL,train
1708.09702::p39,1708.09702,cs.CL,train
1703.04879::p6,1703.04879,cs.CL,test
1710.04600::p6,1710.04600,cs.CL,train
1801.06407::p7,1801.06407,cs.CL,train
1702.03964::p21,1702.03964,cs.CL,train
1203.5062::p5,1203.5062,cs.CL,train
1709.00659::p30,1709.00659,cs.CL,train
1401.0509::p6,1401.0509,cs.CL,val
1604.08781::p38,1604.08781,cs.CL,train
1712.00170::p0,1712.00170,cs.CL,val
1603.06677::p93,1603.06677,cs.CL,test
1610.02806::p5,1610.02806,cs.CL,train
1203.5066::p18,1203.5066,cs.CL,test
1702.02736::p17,1702.02736,cs.CL,train
1708.09702::p18,1708.09702,cs.CL,train
1702.06235::p4,1702.06235,cs.CL,train
1709.09443::p3,1709.09443,cs.CL,train
1508.06491::p22,1508.06491,cs.CL,test
1605.03924::p38,1605.03924,cs.CL,train
1610.03342::p2,1610.03342,cs.CL,train
1707.01355::p0,1707.01355,cs.CL,val
1611.09235::p36,1611.09235,cs.CL,test
1611.00354::p12,1611.00354,cs.CL,train
1706.08032::p2,1706.08032,cs.CL,train
1609.00070::p28,1609.00070,cs.CL,train
1508.06491::p34,1508.06491,cs.CL,test
1702.08303::p2,1702.08303,cs.CL,val
1303.0446::p54,1303.0446,cs.CL,test
1603.02514::p25,1603.02514,cs.CL,train
1610.01291::p42,1610.01291,cs.CL,test
1203.5076::p74,1203.5076,cs.CL,train
1608.07720::p8,1608.07720,cs.CL,val
1610.06272::p4,1610.06272,cs.CL,train
1612.05420::p5,1612.05420,cs.CL,test
1609.08824::p8,1609.08824,cs.CL,train
1603.06677::p77,1603.06677,cs.CL,test
1711.05186::p9,1711.05186,cs.CL,val
1712.08349::p16,1712.08349,cs.CL,train
1610.08815::p6,1610.08815,cs.CL,train
1605.06770::p25,1605.06770,cs.CL,train
1708.03390::p11,1708.03390,cs.CL,train
1702.06594::p58,1702.06594,cs.CL,test
1702.06594::p41,1702.06594,cs.CL,test
1401.2517::p38,1401.2517,cs.CL,test
1704.02813::p0,1704.02813,cs.CL,val
1304.7289::p41,1304.7289,cs.CL,val
1203.5073::p29,1203.5073,cs.CL,train
1704.00380::p4,1704.00380,cs.CL,train
1212.1192::p3,1212.1192,cs.CL,train
1709.09443::p2,1709.09443,cs.CL,train
1506.01914::p6,1506.01914,cs.CL,train
1703.04879::p12,1703.04879,cs.CL,test
1711.02918::p25,1711.02918,cs.CL,val
1412.0751::p4,1412.0751,cs.CL,train
1708.09702::p17,1708.09702,cs.CL,train
1611.08813::p48,1611.08813,cs.CL,train
1708.06828::p0,1708.06828,cs.CL,test
1609.09004::p0,1609.09004,cs.CL,val
1407.1687::p49,1407.1687,cs.CL,test
1304.7942::p0,1304.7942,cs.CL,test
1706.03216::p4,1706.03216,cs.CL,train
1706.08198::p44,1706.08198,cs.CL,train
1611.00354::p31,1611.00354,cs.CL,train
1610.03342::p5,1610.03342,cs.CL,train
1709.08011::p54,1709.08011,cs.CL,test
1709.09443::p22,1709.09443,cs.CL,train
1707.09920::p4,1707.09920,cs.CL,test
1603.02514::p14,1603.02514,cs.CL,train
1606.09403::p34,1606.09403,cs.CL,test
1711.09645::p2,1711.09645,cs.CL,train
1710.06481::p45,1710.06481,cs.CL,test
1307.4879::p55,1307.4879,cs.CL,train
1509.05517::p21,1509.05517,cs.CL,train
1702.03082::p10,1702.03082,cs.CL,val
1605.05172::p28,1605.05172,cs.CL,test
1704.02813::p27,1704.02813,cs.CL,val
1701.08118::p7,1701.08118,cs.CL,train
1707.09920::p24,1707.09920,cs.CL,test
1606.08270::p11,1606.08270,cs.CL,train
1203.5062::p6,1203.5062,cs.CL,train
1707.03819::p7,1707.03819,cs.CL,test
1605.03284::p16,1605.03284,cs.CL,train
1203.5073::p25,1203.5073,cs.CL,train
1309.6176::p27,1309.6176,cs.CL,train
1409.1612::p33,1409.1612,cs.CL,train
1711.01100::p308,1711.01100,cs.CL,train
1706.08032::p14,1706.08032,cs.CL,train
1510.04780::p48,1510.04780,cs.CL,val
1606.01541::p9,1606.01541,cs.CL,train
1711.05186::p1,1711.05186,cs.CL,val
1603.07012::p6,1603.07012,cs.CL,train
1611.08813::p4,1611.08813,cs.CL,train
1206.5333::p36,1206.5333,cs.CL,train
1611.02007::p23,1611.02007,cs.CL,val
1603.06677::p45,1603.06677,cs.CL,test
1711.05186::p8,1711.05186,cs.CL,val
1203.5084::p16,1203.5084,cs.CL,train
1705.03389::p12,1705.03389,cs.CL,train
1604.01692::p11,1604.01692,cs.CL,train
1612.00969::p52,1612.00969,cs.CL,test
1611.08813::p9,1611.08813,cs.CL,train
1802.00385::p49,1802.00385,cs.CL,test
1401.0509::p40,1401.0509,cs.CL,val
1705.03454::p11,1705.03454,cs.CL,train
1704.00380::p16,1704.00380,cs.CL,train
1712.08207::p45,1712.08207,cs.CL,train
1604.06285::p4,1604.06285,cs.CL,train
1707.07601::p24,1707.07601,cs.CL,test
1602.07019::p26,1602.07019,cs.CL,val
1608.06134::p8,1608.06134,cs.CL,val
1701.02877::p32,1701.02877,cs.CL,train
1705.03454::p0,1705.03454,cs.CL,train
1708.02099::p1,1708.02099,cs.CL,train
1304.7157::p33,1304.7157,cs.CL,train
1412.6334::p0,1412.6334,cs.CL,train
1610.06053::p1,1610.06053,cs.CL,train
1708.09234::p2,1708.09234,cs.CL,test
1609.09028::p16,1609.09028,cs.CL,train
1203.5076::p24,1203.5076,cs.CL,train
1703.02860::p0,1703.02860,cs.CL,train
1609.07053::p18,1609.07053,cs.CL,train
1602.06797::p23,1602.06797,cs.CL,train
1707.03903::p0,1707.03903,cs.CL,test
1601.02539::p23,1601.02539,cs.CL,train
1703.05916::p0,1703.05916,cs.CL,train
1711.07915::p17,1711.07915,cs.CL,test
1802.05014::p23,1802.05014,cs.CL,train
1602.00293::p17,1602.00293,cs.CL,test
1703.05916::p8,1703.05916,cs.CL,train
1801.09536::p62,1801.09536,cs.CL,test
1507.04019::p49,1507.04019,cs.CL,val
1802.05014::p7,1802.05014,cs.CL,train
1508.00189::p5,1508.00189,cs.CL,train
1711.07265::p4,1711.07265,cs.CL,test
1704.00380::p6,1704.00380,cs.CL,train
1610.04416::p0,1610.04416,cs.CL,test
1602.00293::p1,1602.00293,cs.CL,test
1707.03903::p5,1707.03903,cs.CL,test
1608.07720::p53,1608.07720,cs.CL,val
1606.08733::p10,1606.08733,cs.CL,train
1606.01603::p30,1606.01603,cs.CL,val
1604.01692::p82,1604.01692,cs.CL,train
1212.1192::p42,1212.1192,cs.CL,train
1605.04655::p34,1605.04655,cs.CL,train
1203.5055::p15,1203.5055,cs.CL,val
1707.07499::p5,1707.07499,cs.CL,val
1604.06285::p1,1604.06285,cs.CL,train
1506.01914::p0,1506.01914,cs.CL,train
1609.04186::p14,1609.04186,cs.CL,train
1703.02859::p17,1703.02859,cs.CL,val
1612.05420::p38,1612.05420,cs.CL,test
1310.6772::p3,1310.6772,cs.CL,train
1608.08940::p57,1608.08940,cs.CL,val
1307.4879::p16,1307.4879,cs.CL,train
1511.06312::p21,1511.06312,cs.CL,val
1707.09920::p20,1707.09920,cs.CL,test
1612.05420::p22,1612.05420,cs.CL,test
1601.02539::p8,1601.02539,cs.CL,train
1706.04971::p22,1706.04971,cs.CL,train
1611.09235::p8,1611.09235,cs.CL,test
1703.04001::p2,1703.04001,cs.CL,test
1708.09217::p2,1708.09217,cs.CL,train
1609.09405::p0,1609.09405,cs.CL,val
1708.02099::p54,1708.02099,cs.CL,train
1706.08198::p42,1706.08198,cs.CL,train
1606.09371::p15,1606.09371,cs.CL,train
1610.05361::p15,1610.05361,cs.CL,test
1702.03964::p26,1702.03964,cs.CL,train
1709.08299::p15,1709.08299,cs.CL,train
1710.04600::p8,1710.04600,cs.CL,train
1701.06547::p8,1701.06547,cs.CL,val
1606.09403::p7,1606.09403,cs.CL,test
1612.00969::p11,1612.00969,cs.CL,test
1605.06770::p23,1605.06770,cs.CL,train
1603.01595::p40,1603.01595,cs.CL,val
1609.09028::p10,1609.09028,cs.CL,train
1304.7157::p35,1304.7157,cs.CL,train
1412.6334::p2,1412.6334,cs.CL,train
1701.08118::p3,1701.08118,cs.CL,train
1608.01413::p28,1608.01413,cs.CL,val
1711.01100::p129,1711.01100,cs.CL,train
1707.07631::p3,1707.07631,cs.CL,train
1704.02813::p12,1704.02813,cs.CL,val
1610.04416::p11,1610.04416,cs.CL,test
1703.02860::p3,1703.02860,cs.CL,train
1609.04186::p31,1609.04186,cs.CL,train
1310.6772::p4,1310.6772,cs.CL,train
1711.01100::p314,1711.01100,cs.CL,train
1611.02007::p15,1611.02007,cs.CL,val
1610.01291::p14,1610.01291,cs.CL,test
1407.1687::p25,1407.1687,cs.CL,test
1709.01950::p0,1709.01950,cs.CL,train
1709.08011::p30,1709.08011,cs.CL,test
1412.3336::p86,1412.3336,cs.CL,val
1701.08118::p9,1701.08118,cs.CL,train
1710.07695::p62,1710.07695,cs.CL,val
1606.09370::p29,1606.09370,cs.CL,test
1606.09371::p10,1606.09371,cs.CL,train
1711.05186::p3,1711.05186,cs.CL,val
1609.09004::p3,1609.09004,cs.CL,val
1704.00405::p17,1704.00405,cs.CL,train
1605.03924::p54,1605.03924,cs.CL,train
1203.5055::p14,1203.5055,cs.CL,val
1709.08299::p7,1709.08299,cs.CL,train
1601.02539::p1,1601.02539,cs.CL,train
1706.08032::p1,1706.08032,cs.CL,train
1611.00472::p27,1611.00472,cs.CL,train
1707.07212::p40,1707.07212,cs.CL,val
1707.09168::p7,1707.09168,cs.CL,train
1708.06828::p6,1708.06828,cs.CL,test
1709.08299::p14,1709.08299,cs.CL,train
1707.01075::p12,1707.01075,cs.CL,train
1606.09371::p40,1606.09371,cs.CL,train
1711.00529::p10,1711.00529,cs.CL,train
1704.00924::p10,1704.00924,cs.CL,val
1707.01066::p3,1707.01066,cs.CL,val
1605.06319::p0,1605.06319,cs.CL,train
1606.01341::p44,1606.01341,cs.CL,train
1707.01066::p4,1707.01066,cs.CL,val
1710.05094::p21,1710.05094,cs.CL,train
1609.04621::p4,1609.04621,cs.CL,train
1711.09645::p41,1711.09645,cs.CL,train
1609.09405::p9,1609.09405,cs.CL,val
1702.01517::p13,1702.01517,cs.CL,train
1611.01101::p18,1611.01101,cs.CL,test
1611.02007::p3,1611.02007,cs.CL,val
1711.02918::p43,1711.02918,cs.CL,val
1703.04001::p6,1703.04001,cs.CL,test
1603.07012::p7,1603.07012,cs.CL,train
1110.3094::p9,1110.3094,cs.CL,val
1708.00415::p0,1708.00415,cs.CL,train
1610.01546::p6,1610.01546,cs.CL,train
1705.03389::p23,1705.03389,cs.CL,train
1605.06770::p16,1605.06770,cs.CL,train
1707.01066::p12,1707.01066,cs.CL,val
1705.03389::p25,1705.03389,cs.CL,train
1708.09702::p8,1708.09702,cs.CL,train
1603.06677::p86,1603.06677,cs.CL,test
1304.7289::p3,1304.7289,cs.CL,val
1407.3751::p11,1407.3751,cs.CL,val
1704.00405::p2,1704.00405,cs.CL,train
1707.01355::p1,1707.01355,cs.CL,val
1611.02988::p26,1611.02988,cs.CL,train
1508.06491::p1,1508.06491,cs.CL,test
1606.09371::p38,1606.09371,cs.CL,train
1412.0751::p19,1412.0751,cs.CL,train
1711.07265::p6,1711.07265,cs.CL,test
1609.04417::p56,1609.04417,cs.CL,train
1602.00293::p0,1602.00293,cs.CL,test
1609.09028::p2,1609.09028,cs.CL,train
1609.08824::p2,1609.08824,cs.CL,train
1707.01075::p56,1707.01075,cs.CL,train
1712.08207::p25,1712.08207,cs.CL,train
1603.06127::p15,1603.06127,cs.CL,train
1703.02507::p12,1703.02507,cs.CL,train
1610.01546::p2,1610.01546,cs.CL,train
1604.01692::p31,1604.01692,cs.CL,train
1703.02860::p4,1703.02860,cs.CL,train
1708.02099::p0,1708.02099,cs.CL,train
1412.3336::p228,1412.3336,cs.CL,val
1802.00385::p9,1802.00385,cs.CL,test
1701.04024::p1,1701.04024,cs.CL,train
1407.1640::p1,1407.1640,cs.CL,val
1709.04219::p19,1709.04219,cs.CL,train
1401.2517::p6,1401.2517,cs.CL,test
1707.01066::p58,1707.01066,cs.CL,val
1511.01665::p4,1511.01665,cs.CL,train
1309.6176::p6,1309.6176,cs.CL,train
1608.01413::p55,1608.01413,cs.CL,val
1710.01779::p38,1710.01779,cs.CL,train
1203.5066::p35,1203.5066,cs.CL,test
1610.07809::p15,1610.07809,cs.CL,train
1605.03284::p10,1605.03284,cs.CL,train
1412.6334::p3,1412.6334,cs.CL,train
1703.02859::p0,1703.02859,cs.CL,val
1602.00293::p9,1602.00293,cs.CL,test
1705.05414::p10,1705.05414,cs.CL,train
1711.00529::p4,1711.00529,cs.CL,train
1612.00969::p25,1612.00969,cs.CL,test
1203.5051::p19,1203.5051,cs.CL,val
1407.1687::p15,1407.1687,cs.CL,test
1609.09405::p4,1609.09405,cs.CL,val
1702.08303::p5,1702.08303,cs.CL,val
1707.07631::p0,1707.07631,cs.CL,train
1609.04186::p0,1609.04186,cs.CL,train
1709.08011::p57,1709.08011,cs.CL,test
1407.3751::p8,1407.3751,cs.CL,val
1709.01950::p53,1709.01950,cs.CL,train
1603.01595::p0,1603.01595,cs.CL,val
1509.04473::p32,1509.04473,cs.CL,train
1710.06481::p62,1710.06481,cs.CL,test
1709.01950::p35,1709.01950,cs.CL,train
1609.04186::p2,1609.04186,cs.CL,train
1612.00969::p32,1612.00969,cs.CL,test
1610.01291::p8,1610.01291,cs.CL,test
1704.00924::p0,1704.00924,cs.CL,val
1611.09235::p37,1611.09235,cs.CL,test
1710.01779::p14,1710.01779,cs.CL,train
1610.03342::p48,1610.03342,cs.CL,train
1508.06491::p9,1508.06491,cs.CL,test
1212.1192::p30,1212.1192,cs.CL,train
1608.03803::p14,1608.03803,cs.CL,train
1609.07053::p6,1609.07053,cs.CL,train
1610.06053::p0,1610.06053,cs.CL,train
1707.06799::p0,1707.06799,cs.CL,train
1701.08118::p22,1701.08118,cs.CL,train
1110.3094::p3,1110.3094,cs.CL,val
1706.08198::p43,1706.08198,cs.CL,train
1610.02806::p9,1610.02806,cs.CL,train
1710.06481::p25,1710.06481,cs.CL,test
1607.04853::p2,1607.04853,cs.CL,train
1704.05781::p12,1704.05781,cs.CL,train
1407.1640::p5,1407.1640,cs.CL,val
1605.04655::p30,1605.04655,cs.CL,train
1602.07019::p0,1602.07019,cs.CL,val
1605.03284::p14,1605.03284,cs.CL,train
1307.4879::p10,1307.4879,cs.CL,train
1609.04417::p52,1609.04417,cs.CL,train
1203.5062::p20,1203.5062,cs.CL,train
2011.05302::p8,2011.05302,cs.LG,train
2011.06803::p44,2011.06803,cs.LG,train
2011.05286::p1,2011.05286,cs.LG,val
0901.2376::p25,0901.2376,cs.LG,val
1712.08164::p20,1712.08164,cs.LG,test
1605.08478::p2,1605.08478,cs.LG,val
1710.11424::p18,1710.11424,cs.LG,train
0901.2376::p37,0901.2376,cs.LG,val
2011.07057::p4,2011.07057,cs.LG,train
1907.09173::p4,1907.09173,cs.LG,test
1907.05597::p13,1907.05597,cs.LG,train
1303.2643::p70,1303.2643,cs.LG,train
2010.06178::p4,2010.06178,cs.LG,train
2011.00517::p10,2011.00517,cs.LG,val
1709.05433::p3,1709.05433,cs.LG,train
1803.00781::p5,1803.00781,cs.LG,train
2010.10341::p33,2010.10341,cs.LG,train
1712.09783::p7,1712.09783,cs.LG,train
1702.01691::p48,1702.01691,cs.LG,train
1610.04161::p51,1610.04161,cs.LG,val
2010.04062::p10,2010.04062,cs.LG,val
1303.2643::p84,1303.2643,cs.LG,train
1611.04049::p107,1611.04049,cs.LG,test
2011.05602::p8,2011.05602,cs.LG,train
1704.02399::p45,1704.02399,cs.LG,train
2010.14543::p7,2010.14543,cs.LG,val
1409.7165::p82,1409.7165,cs.LG,train
1609.07540::p28,1609.07540,cs.LG,test
1706.04933::p129,1706.04933,cs.LG,train
2011.05664::p1,2011.05664,cs.LG,train
2008.12258::p12,2008.12258,cs.LG,train
2007.08012::p4,2007.08012,cs.LG,train
1707.00300::p29,1707.00300,cs.LG,test
1512.08756::p0,1512.08756,cs.LG,test
1509.07234::p2,1509.07234,cs.LG,val
2011.06704::p1,2011.06704,cs.LG,train
1910.09638::p2,1910.09638,cs.LG,test
2002.11882::p61,2002.11882,cs.LG,val
1704.07978::p0,1704.07978,cs.LG,train
1609.07540::p60,1609.07540,cs.LG,test
2011.02955::p19,2011.02955,cs.LG,test
2009.02186::p50,2009.02186,cs.LG,train
1606.04671::p12,1606.04671,cs.LG,train
1601.02377::p6,1601.02377,cs.LG,test
2011.05596::p33,2011.05596,cs.LG,val
1911.07460::p1,1911.07460,cs.LG,val
2002.11883::p3,2002.11883,cs.LG,train
1611.00144::p70,1611.00144,cs.LG,train
1705.07962::p11,1705.07962,cs.LG,val
1409.7165::p28,1409.7165,cs.LG,train
2011.06169::p10,2011.06169,cs.LG,val
1703.09197::p9,1703.09197,cs.LG,train
2004.04479::p1,2004.04479,cs.LG,train
1609.04994::p40,1609.04994,cs.LG,train
2002.11882::p0,2002.11882,cs.LG,val
1303.2643::p69,1303.2643,cs.LG,train
1904.07802::p10,1904.07802,cs.LG,train
2010.09892::p10,2010.09892,cs.LG,test
2010.05223::p36,2010.05223,cs.LG,val
1910.00445::p15,1910.00445,cs.LG,train
1707.01166::p54,1707.01166,cs.LG,train
2011.05664::p39,2011.05664,cs.LG,train
2011.06182::p6,2011.06182,cs.LG,train
1402.6013::p1,1402.6013,cs.LG,train
1710.11424::p45,1710.11424,cs.LG,train
1605.01569::p86,1605.01569,cs.LG,train
2010.06709::p144,2010.06709,cs.LG,test
2011.05384::p7,2011.05384,cs.LG,train
2011.05970::p1,2011.05970,cs.LG,train
1704.03298::p438,1704.03298,cs.LG,val
1609.05473::p0,1609.05473,cs.LG,test
2010.05223::p4,2010.05223,cs.LG,val
1511.05077::p9,1511.05077,cs.LG,train
0901.2376::p30,0901.2376,cs.LG,val
2011.05525::p0,2011.05525,cs.LG,val
1410.8620::p18,1410.8620,cs.LG,train
2011.02955::p2,2011.02955,cs.LG,test
1703.01203::p9,1703.01203,cs.LG,train
1912.12623::p31,1912.12623,cs.LG,train
1502.05472::p21,1502.05472,cs.LG,train
1910.02312::p4,1910.02312,cs.LG,train
0812.4044::p28,0812.4044,cs.LG,train
2010.04012::p46,2010.04012,cs.LG,train
2010.09163::p33,2010.09163,cs.LG,train
1910.00445::p7,1910.00445,cs.LG,train
2011.05961::p4,2011.05961,cs.LG,train
1910.02312::p1,1910.02312,cs.LG,train
1606.04671::p14,1606.04671,cs.LG,train
2010.15377::p29,2010.15377,cs.LG,train
1601.02377::p35,1601.02377,cs.LG,test
1611.00144::p5,1611.00144,cs.LG,train
1408.2327::p48,1408.2327,cs.LG,val
1709.05433::p0,1709.05433,cs.LG,train
1802.10353::p2,1802.10353,cs.LG,val
1311.6556::p12,1311.6556,cs.LG,test
1911.10097::p14,1911.10097,cs.LG,train
1710.03368::p21,1710.03368,cs.LG,train
1710.03368::p19,1710.03368,cs.LG,train
2011.05970::p5,2011.05970,cs.LG,train
2011.05602::p10,2011.05602,cs.LG,train
1703.01203::p1,1703.01203,cs.LG,train
2005.01004::p8,2005.01004,cs.LG,test
1802.07417::p41,1802.07417,cs.LG,train
1502.05213::p4,1502.05213,cs.LG,val
1509.04265::p7,1509.04265,cs.LG,test
1911.09531::p60,1911.09531,cs.LG,train
1904.09656::p31,1904.09656,cs.LG,test
2010.02350::p10,2010.02350,cs.LG,val
2011.00401::p1,2011.00401,cs.LG,train
2011.06170::p62,2011.06170,cs.LG,train
1903.11748::p31,1903.11748,cs.LG,train
2011.06742::p8,2011.06742,cs.LG,val
2011.06803::p31,2011.06803,cs.LG,train
1802.06771::p93,1802.06771,cs.LG,test
2010.09163::p6,2010.09163,cs.LG,train
1802.10353::p25,1802.10353,cs.LG,val
1912.05699::p79,1912.05699,cs.LG,train
1701.02490::p7,1701.02490,cs.LG,train
2011.06673::p58,2011.06673,cs.LG,val
1911.09531::p17,1911.09531,cs.LG,train
1712.08164::p43,1712.08164,cs.LG,test
1409.7165::p57,1409.7165,cs.LG,train
2011.06673::p5,2011.06673,cs.LG,val
2011.02819::p26,2011.02819,cs.LG,train
2008.05598::p128,2008.05598,cs.LG,train
1009.4766::p106,1009.4766,cs.LG,val
1710.11424::p17,1710.11424,cs.LG,train
2009.09172::p2,2009.09172,cs.LG,test
2008.12258::p20,2008.12258,cs.LG,train
2011.05970::p38,2011.05970,cs.LG,train
1712.00600::p1,1712.00600,cs.LG,train
2003.05739::p7,2003.05739,cs.LG,train
1502.05213::p1,1502.05213,cs.LG,val
2002.11883::p40,2002.11883,cs.LG,train
2011.06169::p0,2011.06169,cs.LG,val
2011.05384::p12,2011.05384,cs.LG,train
1901.01341::p51,1901.01341,cs.LG,train
2011.00517::p12,2011.00517,cs.LG,val
1904.07802::p13,1904.07802,cs.LG,train
2005.05069::p2,2005.05069,cs.LG,train
1907.09173::p35,1907.09173,cs.LG,test
1904.09656::p2,1904.09656,cs.LG,test
1407.3026::p19,1407.3026,cs.LG,test
1601.02376::p34,1601.02376,cs.LG,test
2010.15003::p26,2010.15003,cs.LG,train
1611.00138::p0,1611.00138,cs.LG,val
2010.06709::p58,2010.06709,cs.LG,test
2011.05286::p7,2011.05286,cs.LG,val
1609.07540::p3,1609.07540,cs.LG,test
2007.08012::p26,2007.08012,cs.LG,train
2001.10070::p10,2001.10070,cs.LG,test
2011.07057::p41,2011.07057,cs.LG,train
1610.04161::p1,1610.04161,cs.LG,val
2011.05302::p14,2011.05302,cs.LG,train
2011.05961::p3,2011.05961,cs.LG,train
2011.02819::p0,2011.02819,cs.LG,train
2010.09163::p7,2010.09163,cs.LG,train
2008.05101::p5,2008.05101,cs.LG,test
2011.05716::p12,2011.05716,cs.LG,train
2009.11705::p4,2009.11705,cs.LG,train
2011.06210::p7,2011.06210,cs.LG,train
2011.05716::p29,2011.05716,cs.LG,train
2010.05223::p1,2010.05223,cs.LG,val
1609.04994::p41,1609.04994,cs.LG,train
2010.08920::p104,2010.08920,cs.LG,train
2010.08920::p78,2010.08920,cs.LG,train
1509.07234::p76,1509.07234,cs.LG,val
1907.02211::p5,1907.02211,cs.LG,train
2011.07057::p38,2011.07057,cs.LG,train
1009.4766::p95,1009.4766,cs.LG,val
2010.15377::p38,2010.15377,cs.LG,train
0906.0211::p7,0906.0211,cs.LG,val
2010.11463::p33,2010.11463,cs.LG,train
1703.09197::p1,1703.09197,cs.LG,train
1601.02376::p14,1601.02376,cs.LG,test
2011.05664::p3,2011.05664,cs.LG,train
1705.00597::p1,1705.00597,cs.LG,train
1706.03256::p1,1706.03256,cs.LG,train
2010.02275::p7,2010.02275,cs.LG,test
1711.08477::p91,1711.08477,cs.LG,test
1906.01205::p8,1906.01205,cs.LG,train
2007.08012::p7,2007.08012,cs.LG,train
2010.15003::p18,2010.15003,cs.LG,train
1910.09638::p3,1910.09638,cs.LG,test
1802.06771::p0,1802.06771,cs.LG,test
1206.4110::p9,1206.4110,cs.LG,val
2010.08015::p7,2010.08015,cs.LG,train
1705.00597::p7,1705.00597,cs.LG,train
1812.06610::p1,1812.06610,cs.LG,train
1911.04946::p0,1911.04946,cs.LG,train
2007.12567::p11,2007.12567,cs.LG,test
2011.05537::p5,2011.05537,cs.LG,train
2007.12567::p1,2007.12567,cs.LG,test
1705.01209::p26,1705.01209,cs.LG,val
2011.05970::p27,2011.05970,cs.LG,train
1912.12623::p0,1912.12623,cs.LG,train
1110.5051::p25,1110.5051,cs.LG,train
1510.02892::p15,1510.02892,cs.LG,train
2010.08920::p4,2010.08920,cs.LG,train
1801.06801::p50,1801.06801,cs.LG,test
1502.05472::p13,1502.05472,cs.LG,train
1707.04873::p29,1707.04873,cs.LG,train
1512.04469::p74,1512.04469,cs.LG,test
1407.7722::p17,1407.7722,cs.LG,test
2008.05101::p34,2008.05101,cs.LG,test
1511.06049::p13,1511.06049,cs.LG,train
1911.04946::p107,1911.04946,cs.LG,train
2010.10341::p0,2010.10341,cs.LG,train
1311.6556::p6,1311.6556,cs.LG,test
2011.05816::p12,2011.05816,cs.LG,train
1611.04049::p109,1611.04049,cs.LG,test
2011.05384::p41,2011.05384,cs.LG,train
1812.06610::p7,1812.06610,cs.LG,train
